O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
P12931-1	R-HSA-3928665	EPH-ephrin mediated repulsion of cells
P12931-1	R-HSA-418592	ADP signalling through P2Y purinoceptor 1
P12931-1	R-HSA-430116	GP1b-IX-V activation signalling
P12931-1	R-HSA-437239	Recycling pathway of L1
P12931-1	R-HSA-4420097	VEGFA-VEGFR2 Pathway
P12931-1	R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)
P12931-1	R-HSA-5218921	VEGFR2 mediated cell proliferation
P12931-1	R-HSA-5607764	CLEC7A (Dectin-1) signaling
P12931-1	R-HSA-5663220	RHO GTPases Activate Formins
P12931-1	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P12931-1	R-HSA-69231	Cyclin D associated events in G1
P12931-1	R-HSA-8853659	RET signaling
P12931-1	R-HSA-8934903	Receptor Mediated Mitophagy
P12931-1	R-HSA-9664323	FCGR3A-mediated IL10 synthesis
P12931-1	R-HSA-9664422	FCGR3A-mediated phagocytosis
P12931-1	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants
P12931-2	R-HSA-191650	Regulation of gap junction activity
P13051-1	R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine
P13051-1	R-HSA-110329	Cleavage of the damaged pyrimidine 
P13051-1	R-HSA-110357	Displacement of DNA glycosylase by APEX1
P13497-3	R-HSA-8963896	HDL assembly
P14618-1	R-HSA-70171	Glycolysis
P14618-1	R-HSA-70268	Pyruvate metabolism
P14618-1	R-HSA-9861718	Regulation of pyruvate metabolism
P14618-2	R-HSA-70171	Glycolysis
P14618-2	R-HSA-70268	Pyruvate metabolism
P15692-4	R-HSA-4420097	VEGFA-VEGFR2 Pathway
P15692-4	R-HSA-5218921	VEGFR2 mediated cell proliferation
P15692-4	R-HSA-9679191	Potential therapeutics for SARS
P16220-1	R-HSA-111931	PKA-mediated phosphorylation of CREB
P16220-1	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
P16220-1	R-HSA-198693	AKT phosphorylates targets in the nucleus
P16220-1	R-HSA-199920	CREB phosphorylation
P16220-1	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis
P16220-1	R-HSA-2197563	NOTCH2 intracellular domain regulates transcription
P16220-1	R-HSA-375165	NCAM signaling for neurite out-growth
P16220-1	R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase
P16220-1	R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
P16220-1	R-HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
P16220-1	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer
P16220-1	R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK
P16220-1	R-HSA-9022692	Regulation of MECP2 expression and activity
P16220-1	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
P16220-1	R-HSA-9022702	MECP2 regulates transcription of neuronal ligands
P16220-1	R-HSA-9022707	MECP2 regulates transcription factors
P16220-1	R-HSA-9031628	NGF-stimulated transcription
P16220-1	R-HSA-9609690	HCMV Early Events
P16220-1	R-HSA-9616222	Transcriptional regulation of granulopoiesis
P16220-1	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling
P16220-1	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production
P16220-1	R-HSA-9664323	FCGR3A-mediated IL10 synthesis
P16220-1	R-HSA-9707616	Heme signaling
P16220-1	R-HSA-9824585	Regulation of MITF-M-dependent genes involved in pigmentation
P16220-1	R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity
P16220-1	R-HSA-9931509	Expression of BMAL (ARNTL), CLOCK, and NPAS2
P16220-1	R-HSA-9931510	Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes
P17706-2	R-HSA-877312	Regulation of IFNG signaling
P17861-2	R-HSA-381038	XBP1(S) activates chaperone genes
P17861-2	R-HSA-381070	IRE1alpha activates chaperones
P17861-2	R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes
P20963-1	R-HSA-164944	Nef and signal transduction
P20963-1	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
P20963-1	R-HSA-202424	Downstream TCR signaling
P20963-1	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains
P20963-1	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse
P20963-1	R-HSA-202433	Generation of second messenger molecules
P20963-1	R-HSA-2029481	FCGR activation
P20963-1	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
P20963-1	R-HSA-2029485	Role of phospholipids in phagocytosis
P20963-1	R-HSA-389948	Co-inhibition by PD-1
P20963-1	R-HSA-9664323	FCGR3A-mediated IL10 synthesis
P20963-1	R-HSA-9664422	FCGR3A-mediated phagocytosis
P21583-1	R-HSA-1257604	PIP3 activates AKT signaling
P21583-1	R-HSA-1433557	Signaling by SCF-KIT
P21583-1	R-HSA-1433559	Regulation of KIT signaling
P21583-1	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21583-1	R-HSA-5673001	RAF/MAP kinase cascade
P21583-1	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21583-1	R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity
P21731-2	R-HSA-428930	Thromboxane signalling through TP receptor
P21731-3	R-HSA-428930	Thromboxane signalling through TP receptor
P21802-1	R-HSA-109704	PI3K Cascade
P21802-1	R-HSA-1257604	PIP3 activates AKT signaling
P21802-1	R-HSA-190375	FGFR2c ligand binding and activation
P21802-1	R-HSA-2033519	Activated point mutants of FGFR2
P21802-1	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21802-1	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2
P21802-1	R-HSA-5654695	PI-3K cascade:FGFR2
P21802-1	R-HSA-5654699	SHC-mediated cascade:FGFR2
P21802-1	R-HSA-5654700	FRS-mediated FGFR2 signaling
P21802-1	R-HSA-5654727	Negative regulation of FGFR2 signaling
P21802-1	R-HSA-5655253	Signaling by FGFR2 in disease
P21802-1	R-HSA-5673001	RAF/MAP kinase cascade
P21802-1	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21802-1	R-HSA-8851708	Signaling by FGFR2 IIIa TM
P21802-17	R-HSA-2023837	Signaling by FGFR2 amplification mutants
P21802-17	R-HSA-5655253	Signaling by FGFR2 in disease
P21802-18	R-HSA-109704	PI3K Cascade
P21802-18	R-HSA-1257604	PIP3 activates AKT signaling
P21802-18	R-HSA-190377	FGFR2b ligand binding and activation
P21802-18	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21802-18	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2
P21802-18	R-HSA-5654695	PI-3K cascade:FGFR2
P21802-18	R-HSA-5654699	SHC-mediated cascade:FGFR2
P21802-18	R-HSA-5654700	FRS-mediated FGFR2 signaling
P21802-18	R-HSA-5654727	Negative regulation of FGFR2 signaling
P21802-18	R-HSA-5673001	RAF/MAP kinase cascade
P21802-18	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21802-18	R-HSA-8851708	Signaling by FGFR2 IIIa TM
P21802-3	R-HSA-109704	PI3K Cascade
P21802-3	R-HSA-1257604	PIP3 activates AKT signaling
P21802-3	R-HSA-190377	FGFR2b ligand binding and activation
P21802-3	R-HSA-2033519	Activated point mutants of FGFR2
P21802-3	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21802-3	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2
P21802-3	R-HSA-5654695	PI-3K cascade:FGFR2
P21802-3	R-HSA-5654699	SHC-mediated cascade:FGFR2
P21802-3	R-HSA-5654700	FRS-mediated FGFR2 signaling
P21802-3	R-HSA-5654727	Negative regulation of FGFR2 signaling
P21802-3	R-HSA-5655253	Signaling by FGFR2 in disease
P21802-3	R-HSA-5673001	RAF/MAP kinase cascade
P21802-3	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21802-3	R-HSA-8851708	Signaling by FGFR2 IIIa TM
P21802-5	R-HSA-109704	PI3K Cascade
P21802-5	R-HSA-1257604	PIP3 activates AKT signaling
P21802-5	R-HSA-190375	FGFR2c ligand binding and activation
P21802-5	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21802-5	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2
P21802-5	R-HSA-5654695	PI-3K cascade:FGFR2
P21802-5	R-HSA-5654699	SHC-mediated cascade:FGFR2
P21802-5	R-HSA-5654700	FRS-mediated FGFR2 signaling
P21802-5	R-HSA-5654727	Negative regulation of FGFR2 signaling
P21802-5	R-HSA-5673001	RAF/MAP kinase cascade
P21802-5	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21802-5	R-HSA-8851708	Signaling by FGFR2 IIIa TM
P21860-1	R-HSA-1227986	Signaling by ERBB2
P21860-1	R-HSA-1236394	Signaling by ERBB4
P21860-1	R-HSA-1250196	SHC1 events in ERBB2 signaling
P21860-1	R-HSA-1257604	PIP3 activates AKT signaling
P21860-1	R-HSA-1306955	GRB7 events in ERBB2 signaling
P21860-1	R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling
P21860-1	R-HSA-1963642	PI3K events in ERBB2 signaling
P21860-1	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P21860-1	R-HSA-5673001	RAF/MAP kinase cascade
P21860-1	R-HSA-6785631	ERBB2 Regulates Cell Motility
P21860-1	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P21860-1	R-HSA-8847993	ERBB2 Activates PTK6 Signaling
P21860-1	R-HSA-8863795	Downregulation of ERBB2 signaling
P21860-1	R-HSA-9664565	Signaling by ERBB2 KD Mutants
P21860-1	R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants
P22307-1	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
P22307-1	R-HSA-389887	Beta-oxidation of pristanoyl-CoA
P22607-1	R-HSA-109704	PI3K Cascade
P22607-1	R-HSA-1257604	PIP3 activates AKT signaling
P22607-1	R-HSA-1839130	Signaling by activated point mutants of FGFR3
P22607-1	R-HSA-190372	FGFR3c ligand binding and activation
P22607-1	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P22607-1	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3
P22607-1	R-HSA-5654704	SHC-mediated cascade:FGFR3
P22607-1	R-HSA-5654706	FRS-mediated FGFR3 signaling
P22607-1	R-HSA-5654710	PI-3K cascade:FGFR3
P22607-1	R-HSA-5654732	Negative regulation of FGFR3 signaling
P22607-1	R-HSA-5655332	Signaling by FGFR3 in disease
P22607-1	R-HSA-5673001	RAF/MAP kinase cascade
P22607-1	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P22607-2	R-HSA-109704	PI3K Cascade
P22607-2	R-HSA-1257604	PIP3 activates AKT signaling
P22607-2	R-HSA-1839130	Signaling by activated point mutants of FGFR3
P22607-2	R-HSA-190371	FGFR3b ligand binding and activation
P22607-2	R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer
P22607-2	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3
P22607-2	R-HSA-5654704	SHC-mediated cascade:FGFR3
P22607-2	R-HSA-5654706	FRS-mediated FGFR3 signaling
P22607-2	R-HSA-5654710	PI-3K cascade:FGFR3
P22607-2	R-HSA-5654732	Negative regulation of FGFR3 signaling
P22607-2	R-HSA-5655332	Signaling by FGFR3 in disease
P22607-2	R-HSA-5673001	RAF/MAP kinase cascade
P22607-2	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
P25942-1	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
P25942-1	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway
P25942-1	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
P27361-3	R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization
P28906-1	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
P29353-1	R-HSA-1250196	SHC1 events in ERBB2 signaling
P29353-1	R-HSA-2428933	SHC-related events triggered by IGF1R
P29353-1	R-HSA-9009391	Extra-nuclear estrogen signaling
P29353-1	R-HSA-9634597	GPER1 signaling
P29353-1	R-HSA-9842663	Signaling by LTK
P29353-2	R-HSA-1250196	SHC1 events in ERBB2 signaling
P29353-2	R-HSA-201556	Signaling by ALK
P29353-2	R-HSA-2424491	DAP12 signaling
P29353-2	R-HSA-2428933	SHC-related events triggered by IGF1R
P29353-2	R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization
P29353-2	R-HSA-2871796	FCERI mediated MAPK activation
P29353-2	R-HSA-2871809	FCERI mediated Ca+2 mobilization
P29353-2	R-HSA-5654688	SHC-mediated cascade:FGFR1
P29353-2	R-HSA-5654699	SHC-mediated cascade:FGFR2
P29353-2	R-HSA-5654704	SHC-mediated cascade:FGFR3
P29353-2	R-HSA-5654719	SHC-mediated cascade:FGFR4
P29353-2	R-HSA-5673001	RAF/MAP kinase cascade
P29353-2	R-HSA-8851805	MET activates RAS signaling
P29353-2	R-HSA-9009391	Extra-nuclear estrogen signaling
P29353-2	R-HSA-9026519	Activated NTRK2 signals through RAS
P29353-2	R-HSA-9034864	Activated NTRK3 signals through RAS
P29353-2	R-HSA-9634597	GPER1 signaling
P29353-2	R-HSA-9725370	Signaling by ALK fusions and activated point mutants
P29353-2	R-HSA-9842663	Signaling by LTK
P29353-3	R-HSA-201556	Signaling by ALK
P29353-3	R-HSA-2428933	SHC-related events triggered by IGF1R
P29353-3	R-HSA-5654688	SHC-mediated cascade:FGFR1
P29353-3	R-HSA-5654699	SHC-mediated cascade:FGFR2
P29353-3	R-HSA-5654704	SHC-mediated cascade:FGFR3
P29353-3	R-HSA-5654719	SHC-mediated cascade:FGFR4
P29353-3	R-HSA-5673001	RAF/MAP kinase cascade
P29353-3	R-HSA-9009391	Extra-nuclear estrogen signaling
P29353-3	R-HSA-9026519	Activated NTRK2 signals through RAS
P29353-3	R-HSA-9034864	Activated NTRK3 signals through RAS
P29353-3	R-HSA-9634597	GPER1 signaling
P29353-3	R-HSA-9725370	Signaling by ALK fusions and activated point mutants
P29353-3	R-HSA-9842663	Signaling by LTK
P29590-4	R-HSA-9616222	Transcriptional regulation of granulopoiesis
P30044-1	R-HSA-3299685	Detoxification of Reactive Oxygen Species
P30044-2	R-HSA-3299685	Detoxification of Reactive Oxygen Species
P30044-2	R-HSA-5628897	TP53 Regulates Metabolic Genes
P30613-1	R-HSA-163765	ChREBP activates metabolic gene expression
P30613-1	R-HSA-70171	Glycolysis
P30613-1	R-HSA-70268	Pyruvate metabolism
P30613-2	R-HSA-210745	Regulation of gene expression in beta cells
P30613-2	R-HSA-70171	Glycolysis
P30613-2	R-HSA-70268	Pyruvate metabolism
P30613-2	R-HSA-9692914	SARS-CoV-1-host interactions
P32298-1	R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade
P33316-2	R-HSA-499943	Interconversion of nucleotide di- and triphosphates
P34969-2	R-HSA-9706019	RHOBTB3 ATPase cycle
P36639-1	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins
P36639-2	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins
P36639-3	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins
P36639-4	R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins
P36956-1	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
P36956-1	R-HSA-1989781	PPARA activates gene expression
P36956-1	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)
P36956-1	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation
P36956-3	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
P36956-3	R-HSA-1989781	PPARA activates gene expression
P36956-3	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)
P36956-3	R-HSA-9029558	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis
P36969-2	R-HSA-9018676	Biosynthesis of D-series resolvins
P36969-2	R-HSA-9018896	Biosynthesis of E-series 18(S)-resolvins
P36969-2	R-HSA-9020265	Biosynthesis of aspirin-triggered D-series resolvins
P36969-2	R-HSA-9023661	Biosynthesis of E-series 18(R)-resolvins
P37231-1	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
P37231-1	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
P37231-2	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
P37231-2	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
P40189-1	R-HSA-1059683	Interleukin-6 signaling
P40189-1	R-HSA-110056	MAPK3 (ERK1) activation
P40189-1	R-HSA-112411	MAPK1 (ERK2) activation
P40189-2	R-HSA-1059683	Interleukin-6 signaling
P41235-5	R-HSA-210745	Regulation of gene expression in beta cells
P41235-6	R-HSA-210745	Regulation of gene expression in beta cells
P41235-7	R-HSA-210745	Regulation of gene expression in beta cells
P42167-1	R-HSA-2980766	Nuclear Envelope Breakdown
P42167-1	R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation
P42167-1	R-HSA-4419969	Depolymerization of the Nuclear Lamina
P42224-1	R-HSA-1059683	Interleukin-6 signaling
P42224-1	R-HSA-1433557	Signaling by SCF-KIT
P42224-1	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
P42224-1	R-HSA-877300	Interferon gamma signaling
P42224-1	R-HSA-877312	Regulation of IFNG signaling
P42224-1	R-HSA-909733	Interferon alpha/beta signaling
P42224-1	R-HSA-912694	Regulation of IFNA/IFNB signaling
P42224-1	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants
P42224-1	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
P42224-2	R-HSA-909733	Interferon alpha/beta signaling
P42224-2	R-HSA-912694	Regulation of IFNA/IFNB signaling
P42224-2	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
P46734-3	R-HSA-5210891	Uptake and function of anthrax toxins
P48357-1	R-HSA-2586552	Signaling by Leptin
P48551-2	R-HSA-909733	Interferon alpha/beta signaling
P48551-2	R-HSA-912694	Regulation of IFNA/IFNB signaling
P48551-2	R-HSA-9679191	Potential therapeutics for SARS
P48551-2	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses
P48551-2	R-HSA-9833109	Evasion by RSV of host interferon responses
P49916-1	R-HSA-9913635	Strand-asynchronous mitochondrial DNA replication
P50542-1	R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins
P50542-1	R-HSA-9033241	Peroxisomal protein import
P50542-2	R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins
P50542-2	R-HSA-9033241	Peroxisomal protein import
P51449-2	R-HSA-8949275	RUNX3 Regulates Immune Response and Cell Migration
P51608-1	R-HSA-8986944	Transcriptional Regulation by MECP2
P51608-1	R-HSA-9022534	Loss of MECP2 binding ability to 5hmC-DNA
P51608-1	R-HSA-9022535	Loss of phosphorylation of MECP2 at T308
P51608-1	R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex
P51608-1	R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA
P51608-1	R-HSA-9022692	Regulation of MECP2 expression and activity
P51608-1	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
P51608-1	R-HSA-9022702	MECP2 regulates transcription of neuronal ligands
P51608-1	R-HSA-9022707	MECP2 regulates transcription factors
P51608-1	R-HSA-9022927	MECP2 regulates transcription of genes involved in GABA signaling
P51608-1	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer
P51608-2	R-HSA-8986944	Transcriptional Regulation by MECP2
P51608-2	R-HSA-9022534	Loss of MECP2 binding ability to 5hmC-DNA
P51608-2	R-HSA-9022535	Loss of phosphorylation of MECP2 at T308
P51608-2	R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex
P51608-2	R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA
P51608-2	R-HSA-9022692	Regulation of MECP2 expression and activity
P51608-2	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
P51608-2	R-HSA-9022702	MECP2 regulates transcription of neuronal ligands
P51608-2	R-HSA-9022707	MECP2 regulates transcription factors
P51608-2	R-HSA-9022927	MECP2 regulates transcription of genes involved in GABA signaling
P51608-2	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer
P51617-1	R-HSA-209543	p75NTR recruits signalling complexes
P51648-1	R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane
P51648-1	R-HSA-9845614	Sphingolipid catabolism
P51648-2	R-HSA-389599	Alpha-oxidation of phytanate
P51648-2	R-HSA-9603798	Class I peroxisomal membrane protein import
P51843-1	R-HSA-383280	Nuclear Receptor transcription pathway
P51843-2	R-HSA-383280	Nuclear Receptor transcription pathway
P52564-1	R-HSA-5210891	Uptake and function of anthrax toxins
P52569-1	R-HSA-352230	Amino acid transport across the plasma membrane
P52569-2	R-HSA-352230	Amino acid transport across the plasma membrane
P52948-3	R-HSA-1169408	ISG15 antiviral mechanism
P52948-3	R-HSA-159227	Transport of the SLBP independent Mature mRNA
P52948-3	R-HSA-159230	Transport of the SLBP Dependant Mature mRNA
P52948-3	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript
P52948-3	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript
P52948-3	R-HSA-165054	Rev-mediated nuclear export of HIV RNA
P52948-3	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus
P52948-3	R-HSA-168276	NS1 Mediated Effects on Host Pathways
