pathway,pathwayName
reactome:Pathway1521,Pausing and recovery of Tat-mediated HIV elongation
reactome:Pathway2043,RAC2 GTPase cycle
reactome:Pathway1577,Attachment and Entry
reactome:Pathway2574,Regulation of gene expression by Hypoxia-inducible Factor
reactome:Pathway955,tRNA modification in the mitochondrion
reactome:Pathway2570,Metallothioneins bind metals
reactome:Pathway1554,cRNA Synthesis
reactome:Pathway2163,Collagen chain trimerization
reactome:Pathway2271,Formation of apoptosome
reactome:Pathway1710,Digestion of dietary carbohydrate
reactome:Pathway986,Signaling by FGFR3 fusions in cancer
reactome:Pathway1382,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)
reactome:Pathway380,Sterols are 12-hydroxylated by CYP8B1
reactome:Pathway1740,FGFR2c ligand binding and activation
reactome:Pathway1870,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
reactome:Pathway886,Proteasome assembly
reactome:Pathway2373,Keratinization
reactome:Pathway712,Sealing of the nuclear envelope (NE) by ESCRT-III
reactome:Pathway1402,Defective ALG8 causes CDG-1h
reactome:Pathway1391,"Defective DPAGT1 causes CDG-1j, CMSTA2"
reactome:Pathway1625,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
reactome:Pathway1841,Downregulation of ERBB4 signaling
reactome:Pathway2253,Ligand-dependent caspase activation
reactome:Pathway1802,Activated NTRK3 signals through PI3K
reactome:Pathway2377,Differentiation of Keratinocytes in Interfollicular Epidermis in Mammalian Skin
reactome:Pathway566,ISG15 antiviral mechanism
reactome:Pathway498,Lectin pathway of complement activation
reactome:Pathway654,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
reactome:Pathway1874,Antagonism of Activin by Follistatin
reactome:Pathway737,Telomere C-strand (Lagging Strand) Synthesis
reactome:Pathway2118,Erythropoietin activates Phospholipase C gamma (PLCG)
reactome:Pathway1506,Autointegration results in viral DNA circles
reactome:Pathway2629,Receptor Mediated Mitophagy
reactome:Pathway184,Synthesis of PG
reactome:Pathway2322,Sema4D mediated inhibition of cell attachment and migration
reactome:Pathway412,Cytosolic iron-sulfur cluster assembly
reactome:Pathway65,ATP sensitive Potassium channels
reactome:Pathway1204,Defective ABCC2 causes DJS
reactome:Pathway1157,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function
reactome:Pathway1655,UNC93B1 deficiency - HSE
reactome:Pathway1917,G-protein activation
reactome:Pathway1585,Maturation of nucleoprotein
reactome:Pathway2539,Mitochondrial transcription initiation
reactome:Pathway1727,FGFR1c and Klotho ligand binding and activation
reactome:Pathway1008,Signaling by NOTCH1 in Cancer
reactome:Pathway1946,Signaling by NOTCH1
reactome:Pathway1270,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)
reactome:Pathway450,Trafficking and processing of endosomal TLR
reactome:Pathway2701,DNA Damage Bypass
reactome:Pathway1165,Defective Mismatch Repair Associated With MSH2
reactome:Pathway1633,Parasitic Infection Pathways
reactome:Pathway410,Electron transport from NADPH to Ferredoxin
reactome:Pathway2467,TFAP2 (AP-2) family regulates transcription of cell cycle factors
reactome:Pathway1179,Defective OGG1 Substrate Binding
reactome:Pathway61,Inwardly rectifying K+ channels
reactome:Pathway493,Toll Like Receptor TLR6:TLR2 Cascade
reactome:Pathway2353,EPHB-mediated forward signaling
reactome:Pathway1975,Negative regulation of TCF-dependent signaling by DVL-interacting proteins
reactome:Pathway477,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
reactome:Pathway302,Pyrimidine catabolism
reactome:Pathway2695,Resolution of AP sites via the single-nucleotide replacement pathway
reactome:Pathway2332,Netrin mediated repulsion signals
reactome:Pathway245,Biosynthesis of maresin conjugates in tissue regeneration (MCTR)
reactome:Pathway441,ER-Phagosome pathway
reactome:Pathway176,Synthesis of PC
reactome:Pathway1375,Diseases associated with glycosaminoglycan metabolism
reactome:Pathway1455,Mitochondrial short-chain enoyl-CoA hydratase deficiency 1
reactome:Pathway79,Metabolism
reactome:Pathway2623,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
reactome:Pathway1481,Inhibition of nitric oxide production
reactome:Pathway2459,Regulation of TP53 Activity through Association with Co-factors
reactome:Pathway1326,"Defective MMAB causes MMA, cblB type"
reactome:Pathway671,Lagging Strand Synthesis
reactome:Pathway867,SUMOylation of DNA damage response and repair proteins
reactome:Pathway228,Wax biosynthesis
reactome:Pathway168,Triglyceride catabolism
reactome:Pathway1497,Early Phase of HIV Life Cycle
reactome:Pathway639,Amplification of signal from the kinetochores
reactome:Pathway1777,Prolonged ERK activation events
reactome:Pathway839,Sialic acid metabolism
reactome:Pathway993,Resistance of ERBB2 KD mutants to trastuzumab
reactome:Pathway569,Modulation of host responses by IFN-stimulated genes
reactome:Pathway49,Ionotropic activity of kainate receptors
reactome:Pathway959,FASTK family proteins regulate processing and stability of mitochondrial RNAs
reactome:Pathway589,Interleukin-6 signaling
reactome:Pathway1951,NOTCH2 intracellular domain regulates transcription
reactome:Pathway120,IP3 and IP4 transport between cytosol and nucleus
reactome:Pathway109,Chondroitin sulfate biosynthesis
reactome:Pathway2004,LXRs regulate gene expression linked to cholesterol transport and efflux
reactome:Pathway1267,Defective SLC6A19 causes Hartnup disorder (HND)
reactome:Pathway2471,Regulation of RUNX1 Expression and Activity
reactome:Pathway971,FGFR1 mutant receptor activation
reactome:Pathway1223,Defective SLC17A5 causes Salla disease (SD) and ISSD
reactome:Pathway197,PIPs transport between early and late endosome membranes
reactome:Pathway834,Synthesis of substrates in N-glycan biosythesis
reactome:Pathway2705,Translesion Synthesis by POLH
reactome:Pathway1559,Inhibition of Interferon Synthesis
reactome:Pathway2743,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
reactome:Pathway1020,Loss of Function of SMAD4 in Cancer
reactome:Pathway1964,Repression of WNT target genes
reactome:Pathway1073,Signaling by kinase domain mutants of KIT
reactome:Pathway756,Platelet Adhesion to exposed collagen
reactome:Pathway2744,Fanconi Anemia Pathway
reactome:Pathway1353,Defective FMO3 causes TMAU
reactome:Pathway272,NOSTRIN mediated eNOS trafficking
reactome:Pathway1968,Formation of the beta-catenin:TCF transactivating complex
reactome:Pathway1429,Defective DPM1 causes CDG-1e
reactome:Pathway1212,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
reactome:Pathway2478,RUNX1 regulates estrogen receptor mediated transcription
reactome:Pathway947,rRNA modification in the nucleus and cytosol
reactome:Pathway2724,Presynaptic phase of homologous DNA pairing and strand exchange
reactome:Pathway2399,Azathioprine ADME
reactome:Pathway772,Response to elevated platelet cytosolic Ca2+
reactome:Pathway1972,Degradation of AXIN
reactome:Pathway652,Cyclin E associated events during G1/S transition
reactome:Pathway2392,Transcriptional regulation of brown and beige adipocyte differentiation
reactome:Pathway465,Activation of the AP-1 family of transcription factors
reactome:Pathway516,TRAF6 mediated IRF7 activation
reactome:Pathway1609,Maturation of spike protein
reactome:Pathway1684,Defects of Formation of Fibrin Clot (Clotting Cascade)
reactome:Pathway501,Alternative complement activation
reactome:Pathway478,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
reactome:Pathway1091,PDGFR mutants bind TKIs
reactome:Pathway2144,Rab regulation of trafficking
reactome:Pathway1556,Viral mRNA Translation
reactome:Pathway301,Phosphate bond hydrolysis by NUDT proteins
reactome:Pathway1601,Maturation of replicase proteins
reactome:Pathway545,CLEC7A/inflammasome pathway
reactome:Pathway795,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
reactome:Pathway978,Activated point mutants of FGFR2
reactome:Pathway1645,FCGR3A-mediated IL10 synthesis
reactome:Pathway2280,Apoptotic cleavage of cell adhesion  proteins
reactome:Pathway1019,Signaling by TGF-beta Receptor Complex in Cancer
reactome:Pathway1599,Attachment and Entry
reactome:Pathway1134,Defective translocation of RB1 mutants to the nucleus
reactome:Pathway983,FGFR3 mutant receptor activation
reactome:Pathway199,PIPs transport between late endosome and Golgi membranes
reactome:Pathway687,The role of GTSE1 in G2/M progression after G2 checkpoint
reactome:Pathway940,mRNA decay by 5' to 3' exoribonuclease
reactome:Pathway1118,Signaling by ALK in cancer
reactome:Pathway696,Nuclear Envelope Breakdown
reactome:Pathway77,Receptor-type tyrosine-protein phosphatases
reactome:Pathway616,Mitochondrial protein import
reactome:Pathway1085,Dasatinib-resistant KIT mutants
reactome:Pathway2666,Sperm Motility And Taxes
reactome:Pathway1683,Diseases of hemostasis
reactome:Pathway2328,NCAM signaling for neurite out-growth
reactome:Pathway1627,Respiratory syncytial virus genome replication
reactome:Pathway1967,Disassembly of the destruction complex and recruitment of AXIN to the membrane
reactome:Pathway1994,Signaling by Leptin
reactome:Pathway1839,PI3K events in ERBB4 signaling
reactome:Pathway470,TLR3-mediated TICAM1-dependent programmed cell death
reactome:Pathway253,Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
reactome:Pathway2288,RIPK1-mediated regulated necrosis
reactome:Pathway557,ALPK1 signaling pathway
reactome:Pathway1923,Calmodulin induced events
reactome:Pathway1671,Defective visual phototransduction due to RDH12 loss of function
reactome:Pathway1079,Imatinib-resistant KIT mutants
reactome:Pathway862,SUMO is conjugated to E1 (UBA2:SAE1)
reactome:Pathway826,The activation of arylsulfatases
reactome:Pathway517,TRAF6 mediated NF-kB activation
reactome:Pathway607,TNFs bind their physiological receptors
reactome:Pathway2081,PTK6 Regulates Cell Cycle
reactome:Pathway1178,Defective Base Excision Repair Associated with OGG1
reactome:Pathway1421,Defective GALT can cause GALCT
reactome:Pathway1101,Signaling by FLT3 fusion proteins
reactome:Pathway510,The IPAF inflammasome
reactome:Pathway1494,Viral Infection Pathways
reactome:Pathway1820,VEGFA-VEGFR2 Pathway
reactome:Pathway2249,Glycosphingolipid transport
reactome:Pathway2221,Transferrin endocytosis and recycling
reactome:Pathway1430,Defective DPM2 causes CDG-1u
reactome:Pathway1528,Host Interactions of HIV factors
reactome:Pathway485,TRIF (TICAM1)-mediated TLR4 signaling
reactome:Pathway1296,MPS IX - Natowicz syndrome
reactome:Pathway1181,Defective OGG1 Localization
reactome:Pathway660,S Phase
reactome:Pathway2045,RHOG GTPase cycle
reactome:Pathway1122,Drug resistance of ALK mutants
reactome:Pathway1698,Defective F9 variant does not activate FX
reactome:Pathway1757,Signaling by FGFR4
reactome:Pathway381,Xenobiotics
reactome:Pathway2193,Amino acid transport across the plasma membrane
reactome:Pathway191,Synthesis of PIPs at the Golgi membrane
reactome:Pathway1070,SHOC2 M1731 mutant abolishes MRAS complex function
reactome:Pathway1803,NTRK3 as a dependence receptor
reactome:Pathway1654,TLR3 deficiency - HSE
reactome:Pathway95,PRPP biosynthesis
reactome:Pathway2728,HDR through Single Strand Annealing (SSA)
reactome:Pathway1035,Signaling by AXIN mutants
reactome:Pathway2520,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening
reactome:Pathway1607,Translation of Structural Proteins
reactome:Pathway943,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
reactome:Pathway962,Signaling by EGFR in Cancer
reactome:Pathway2348,CHL1 interactions
reactome:Pathway1507,Late Phase of HIV Life Cycle
reactome:Pathway1120,Nuclear events stimulated by ALK signaling in cancer
reactome:Pathway1071,Gain-of-function MRAS complexes activate RAF signaling
reactome:Pathway165,Beta-oxidation of very long chain fatty acids
reactome:Pathway37,"Unblocking of NMDA receptors, glutamate binding and activation"
reactome:Pathway1877,TGFBR3 PTM regulation
reactome:Pathway15,Degradation of GABA
reactome:Pathway1037,AXIN missense mutants destabilize the destruction complex
reactome:Pathway2656,Phase 4 - resting membrane potential
reactome:Pathway1024,SMAD2/3 MH2 Domain Mutants in Cancer
reactome:Pathway2009,LXRs regulate gene expression linked to gluconeogenesis
reactome:Pathway1971,Degradation of DVL
reactome:Pathway1340,Defective CYP19A1 causes AEXS
reactome:Pathway4,Transmission across Chemical Synapses
reactome:Pathway278,Citric acid cycle (TCA cycle)
reactome:Pathway102,Keratan sulfate biosynthesis
reactome:Pathway2305,Formation of lateral plate mesoderm
reactome:Pathway2533,RNA Polymerase III Transcription Initiation From Type 1 Promoter
reactome:Pathway347,Cysteine formation from homocysteine
reactome:Pathway2194,Organic anion transporters
reactome:Pathway1600,Translation of Replicase and Assembly of the Replication Transcription Complex
reactome:Pathway1172,Defective MUTYH substrate processing
reactome:Pathway1324,Defective MTRR causes HMAE
reactome:Pathway2157,HDMs demethylate histones
reactome:Pathway146,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)
reactome:Pathway2517,Regulation of NPAS4 mRNA translation
reactome:Pathway1293,MPS IV - Morquio syndrome B
reactome:Pathway1442,Diseases of propionyl-CoA catabolism
reactome:Pathway570,Signaling by Interleukins
reactome:Pathway2153,Chromatin organization
reactome:Pathway531,FCGR activation
reactome:Pathway2046,CDC42 GTPase cycle
reactome:Pathway1099,STAT5 activation downstream of FLT3 ITD mutants
reactome:Pathway2013,RAS processing
reactome:Pathway2096,TNFR1-mediated ceramide production
reactome:Pathway2749,Assembly of the ORC complex at the origin of replication
reactome:Pathway769,Adrenaline signalling through Alpha-2 adrenergic receptor
reactome:Pathway338,Phenylalanine and tyrosine metabolism
reactome:Pathway1460,Clostridium neurotoxicity
reactome:Pathway27,Highly calcium permeable nicotinic acetylcholine receptors
reactome:Pathway2686,Recognition and association of DNA glycosylase with site containing an affected purine
reactome:Pathway2577,HSF1-dependent transactivation
reactome:Pathway258,Free fatty acids regulate insulin secretion
reactome:Pathway1718,GRB2 events in EGFR signaling
reactome:Pathway271,NOSIP mediated eNOS trafficking
reactome:Pathway373,Porphyrin metabolism
reactome:Pathway881,Josephin domain DUBs
reactome:Pathway210,Bloch pathway
reactome:Pathway1136,Aberrant regulation of mitotic exit in cancer due to RB1 defects
reactome:Pathway2682,DNA Repair
reactome:Pathway1792,Activated NTRK2 signals through PLCG1
reactome:Pathway729,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
reactome:Pathway2436,RNA Polymerase I Transcription Termination
reactome:Pathway894,Insulin processing
reactome:Pathway1991,Ligand-receptor interactions
reactome:Pathway877,Deubiquitination
reactome:Pathway2634,Late endosomal microautophagy
reactome:Pathway1202,Defective ABCA12 causes ARCI4B
reactome:Pathway1028,Loss of Function of TGFBR1 in Cancer
reactome:Pathway559,Interferon Signaling
reactome:Pathway1191,Defective homologous recombination repair (HRR) due to PALB2 loss of function
reactome:Pathway869,SUMOylation of RNA binding proteins
reactome:Pathway1726,FGFR1c ligand binding and activation
reactome:Pathway378,Cytochrome P450 - arranged by substrate type
reactome:Pathway2583,DNA Damage/Telomere Stress Induced Senescence
reactome:Pathway2469,Negative regulation of activity of TFAP2 (AP-2) family transcription factors
reactome:Pathway1848,MET activates RAS signaling
reactome:Pathway223,Mineralocorticoid biosynthesis
reactome:Pathway854,N-Glycan antennae elongation
reactome:Pathway910,mRNA Splicing
reactome:Pathway2555,SIRT1 negatively regulates rRNA expression
reactome:Pathway1937,G beta:gamma signalling through PLC beta
reactome:Pathway2176,Activation of Matrix Metalloproteinases
reactome:Pathway1735,Spry regulation of FGF signaling
reactome:Pathway1246,Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)
reactome:Pathway849,N-glycan trimming and elongation in the cis-Golgi
reactome:Pathway2597,NFE2L2 regulating anti-oxidant/detoxification enzymes
reactome:Pathway1092,Drug resistance of PDGFR mutants
reactome:Pathway2511,FOXO-mediated transcription of cell death genes
reactome:Pathway1907,Free fatty acid receptors
reactome:Pathway236,Biosynthesis of E-series 18(S)-resolvins
reactome:Pathway2074,Miro GTPase Cycle
reactome:Pathway1692,Defective F8 cleavage by thrombin
reactome:Pathway657,E2F mediated regulation of DNA replication
reactome:Pathway1712,Intestinal lipid absorption
reactome:Pathway2480,RUNX1 regulates expression of components of tight junctions
reactome:Pathway2068,RHO GTPases regulate CFTR trafficking
reactome:Pathway853,Reactions specific to the complex N-glycan synthesis pathway
reactome:Pathway2020,MAPK3 (ERK1) activation
reactome:Pathway32,Trafficking of AMPA receptors
reactome:Pathway889,Carboxyterminal post-translational modifications of tubulin
reactome:Pathway778,Common Pathway of Fibrin Clot Formation
reactome:Pathway2035,DAG and IP3 signaling
reactome:Pathway2078,Signaling by PTK6
reactome:Pathway1327,"Defective MMAA causes MMA, cblA type"
reactome:Pathway1158,Neurodegenerative Diseases
reactome:Pathway2557,DNA methylation
reactome:Pathway2707,Translesion synthesis by POLI
reactome:Pathway1183,Defective DNA double strand break response due to BRCA1 loss of function
reactome:Pathway1915,G alpha (i) signalling events
reactome:Pathway1054,HHAT G278V doesn't palmitoylate Hh-Np
reactome:Pathway923,Processing of Intronless Pre-mRNAs
reactome:Pathway2660,Phase 3 - rapid repolarisation
reactome:Pathway2678,BBSome-mediated cargo-targeting to cilium
reactome:Pathway1407,Defective NEU1 causes sialidosis
reactome:Pathway1615,Induction of Cell-Cell Fusion
reactome:Pathway428,Co-inhibition by BTLA
reactome:Pathway1220,Defective SLC12A3 causes Gitelman syndrome (GS)
reactome:Pathway2229,Miscellaneous transport and binding events
reactome:Pathway599,Interleukin-17 signaling
reactome:Pathway828,Post-translational modification: synthesis of GPI-anchored proteins
reactome:Pathway802,Eukaryotic Translation Elongation
reactome:Pathway2256,Ligand-independent caspase activation via DCC
reactome:Pathway991,Signaling by ERBB2 KD Mutants
reactome:Pathway2751,Strand-asynchronous mitochondrial DNA replication
reactome:Pathway1816,Downstream signal transduction
reactome:Pathway591,Interleukin-7 signaling
reactome:Pathway1112,crenolanib-resistant FLT3 mutants
reactome:Pathway1284,Diseases of carbohydrate metabolism
reactome:Pathway2681,Intraflagellar transport
reactome:Pathway1044,CTNNB1 S37 mutants aren't phosphorylated
reactome:Pathway781,Tie2 Signaling
reactome:Pathway2508,FOXO-mediated transcription
reactome:Pathway2087,MTOR signalling
reactome:Pathway914,Transport of Mature Transcript to Cytoplasm
reactome:Pathway1542,Nef Mediated CD4 Down-regulation
reactome:Pathway638,Mitotic Spindle Checkpoint
reactome:Pathway1281,"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)"
reactome:Pathway1225,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)
reactome:Pathway463,ERKs are inactivated
reactome:Pathway2151,Scavenging by Class F Receptors
reactome:Pathway2380,Transcriptional and post-translational regulation of MITF-M expression and activity
reactome:Pathway1209,Defective ABCG5 causes sitosterolemia
reactome:Pathway288,The fatty acid cycling model
reactome:Pathway446,Rap1 signalling
reactome:Pathway297,Purine salvage
reactome:Pathway2122,Retrograde transport at the Trans-Golgi-Network
reactome:Pathway2297,Zygotic genome activation (ZGA)
reactome:Pathway1393,Defective ALG1 causes CDG-1k
reactome:Pathway2293,Maternal to zygotic transition (MZT)
reactome:Pathway472,Toll Like Receptor 5 (TLR5) Cascade
reactome:Pathway1579,Maturation of replicase proteins
reactome:Pathway1663,Diseases associated with visual transduction
reactome:Pathway364,Agmatine biosynthesis
reactome:Pathway2735,Dual Incision in GG-NER
reactome:Pathway1778,Frs2-mediated activation
reactome:Pathway2049,RHOU GTPase cycle
reactome:Pathway2248,Intracellular oxygen transport
reactome:Pathway2026,AKT phosphorylates targets in the nucleus
reactome:Pathway2275,SMAC (DIABLO) binds to IAPs
reactome:Pathway1628,Translation of respiratory syncytial virus mRNAs
reactome:Pathway1275,Defective SLC7A7 causes lysinuric protein intolerance (LPI)
reactome:Pathway2550,Oxidative demethylation of DNA
reactome:Pathway435,CD22 mediated BCR regulation
reactome:Pathway1774,Signalling to RAS
reactome:Pathway115,ABO blood group biosynthesis
reactome:Pathway1227,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)
reactome:Pathway1720,GAB1 signalosome
reactome:Pathway2409,Cell-Cell communication
reactome:Pathway2326,CRMPs in Sema3A signaling
reactome:Pathway1370,Defective pro-SFTPC causes SMDP2 and RDS
reactome:Pathway996,Resistance of ERBB2 KD mutants to osimertinib
reactome:Pathway2536,RNA Polymerase III Chain Elongation
reactome:Pathway1240,Defective SLC2A10 causes arterial tortuosity syndrome (ATS)
reactome:Pathway2412,Adherens junctions interactions
reactome:Pathway1422,Defective GALK1 causes GALCT2
reactome:Pathway35,Activation of NMDA receptors and postsynaptic events
reactome:Pathway840,GDP-fucose biosynthesis
reactome:Pathway2069,RHO GTPases Activate WASPs and WAVEs
reactome:Pathway870,SUMOylation of DNA replication proteins
reactome:Pathway637,Activation of ATR in response to replication stress
reactome:Pathway989,Signaling by ERBB2 in Cancer
reactome:Pathway2456,Regulation of TP53 Expression
reactome:Pathway1100,FLT3 signaling by CBL mutants
reactome:Pathway1942,Pre-NOTCH Transcription and Translation
reactome:Pathway2426,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components
reactome:Pathway68,Tandem pore domain potassium channels
reactome:Pathway1524,"Synthesis And Processing Of GAG, GAGPOL Polyproteins"
reactome:Pathway2185,Transport of inorganic cations/anions and amino acids/oligopeptides
reactome:Pathway468,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"
reactome:Pathway1116,lestaurtinib-resistant FLT3 mutants
reactome:Pathway956,Non-coding RNA Metabolism
reactome:Pathway2504,MECP2 regulates transcription of neuronal ligands
reactome:Pathway2274,"SMAC, XIAP-regulated apoptotic response"
reactome:Pathway2127,trans-Golgi Network Vesicle Budding
reactome:Pathway31,"Glutamate binding, activation of AMPA receptors and synaptic plasticity"
reactome:Pathway2237,Plasma lipoprotein remodeling
reactome:Pathway1237,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)
reactome:Pathway2443,TP53 Regulates Metabolic Genes
reactome:Pathway1063,Signaling by moderate kinase activity BRAF mutants
reactome:Pathway1067,Signaling by MAP2K mutants
reactome:Pathway1180,Defective OGG1 Substrate Processing
reactome:Pathway159,Beta oxidation of butanoyl-CoA to acetyl-CoA
reactome:Pathway2292,Developmental Biology
reactome:Pathway844,Transport to the Golgi and subsequent modification
reactome:Pathway1192,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
reactome:Pathway1546,Entry of Influenza Virion into Host Cell via Endocytosis
reactome:Pathway2652,Muscle contraction
reactome:Pathway2665,Fertilization
reactome:Pathway1348,Defective CYP27B1 causes VDDR1B
reactome:Pathway1502,Plus-strand DNA synthesis
reactome:Pathway2262,Activation of PUMA and translocation to mitochondria
reactome:Pathway678,G2/M Transition
reactome:Pathway155,Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA
reactome:Pathway1572,HCMV Infection
reactome:Pathway2386,Regulation of MITF-M dependent genes involved in invasion
reactome:Pathway809,Protein folding
reactome:Pathway1253,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)"
reactome:Pathway702,Condensation of Prometaphase Chromosomes
reactome:Pathway2601,Regulation of BACH1 activity
reactome:Pathway2669,Organelle biogenesis and maintenance
reactome:Pathway2339,Inactivation of CDC42 and RAC1
reactome:Pathway1748,FGFR3 ligand binding and activation
reactome:Pathway975,Signaling by plasma membrane FGFR1 fusions
reactome:Pathway1847,MET Receptor Activation
reactome:Pathway1775,p38MAPK events
reactome:Pathway1188,Impaired BRCA2 translocation to the nucleus
reactome:Pathway2475,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
reactome:Pathway1771,TRKA activation by NGF
reactome:Pathway85,Gluconeogenesis
reactome:Pathway249,Biosynthesis of DPAn-3 SPMs
reactome:Pathway2742,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
reactome:Pathway1451,Isovaleric acidemia
reactome:Pathway1376,Defective PAPSS2 causes SEMD-PA
reactome:Pathway201,Synthesis of PIPs in the nucleus
reactome:Pathway2563,Regulation of endogenous retroelements
reactome:Pathway723,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint
reactome:Pathway2619,Cellular responses to mechanical stimuli
reactome:Pathway134,Lipid particle organization
reactome:Pathway2006,LXRs regulate gene expression linked to lipogenesis
reactome:Pathway130,"Synthesis of IP2, IP, and Ins in the cytosol"
reactome:Pathway344,Tryptophan catabolism
reactome:Pathway178,Acyl chain remodelling of PC
reactome:Pathway543,CLEC7A (Dectin-1) induces NFAT activation
reactome:Pathway691,M Phase
reactome:Pathway2588,Heme signaling
reactome:Pathway138,Arachidonate metabolism
reactome:Pathway939,mRNA decay by 3' to 5' exoribonuclease
reactome:Pathway1076,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
reactome:Pathway1878,TGFBR3 regulates TGF-beta signaling
reactome:Pathway205,Glycosphingolipid biosynthesis
reactome:Pathway823,Removal of aminoterminal propeptides from gamma-carboxylated proteins
reactome:Pathway1062,Signaling by high-kinase activity BRAF mutants
reactome:Pathway1641,Purinergic signaling in leishmaniasis infection
reactome:Pathway2321,Sema4D in semaphorin signaling
reactome:Pathway162,Peroxisomal lipid metabolism
reactome:Pathway913,mRNA 3'-end processing
reactome:Pathway552,Metal sequestration by antimicrobial proteins
reactome:Pathway1929,DARPP-32 events
reactome:Pathway1998,ESR-mediated signaling
reactome:Pathway1590,Virion Assembly and Release
reactome:Pathway2493,RUNX3 regulates NOTCH signaling
reactome:Pathway1753,Phospholipase C-mediated cascade; FGFR3
reactome:Pathway752,Platelet calcium homeostasis
reactome:Pathway1107,sorafenib-resistant FLT3 mutants
reactome:Pathway1690,Defective F8 binding to von Willebrand factor
reactome:Pathway1581,SARS-CoV-1 Genome Replication and Transcription
reactome:Pathway1331,Defective HLCS causes multiple carboxylase deficiency
reactome:Pathway2579,Regulation of HSF1-mediated heat shock response
reactome:Pathway2134,Oligomerization of connexins into connexons
reactome:Pathway401,Glutathione conjugation
reactome:Pathway372,Serotonin and melatonin biosynthesis
reactome:Pathway1744,SHC-mediated cascade:FGFR2
reactome:Pathway2750,CDC6 association with the ORC:origin complex
reactome:Pathway124,IP6 and IP7 transport between cytosol and nucleus
reactome:Pathway1127,brigatinib-resistant ALK mutants
reactome:Pathway2446,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
reactome:Pathway1856,MET receptor recycling
reactome:Pathway2095,TNFR1-induced proapoptotic signaling
reactome:Pathway2442,Transcriptional Regulation by TP53
reactome:Pathway2411,Cell-cell junction organization
reactome:Pathway1491,Escape of Mtb from the phagocyte
reactome:Pathway2651,Sensory perception of salty taste
reactome:Pathway2659,Phase 2 - plateau phase
reactome:Pathway1135,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
reactome:Pathway1551,Influenza Viral RNA Transcription and Replication
reactome:Pathway1373,Defective CSF2RB causes SMDP5
reactome:Pathway1945,Pre-NOTCH Processing in Golgi
reactome:Pathway1779,ARMS-mediated activation
reactome:Pathway2421,Regulation of CDH19 Expression and Function
reactome:Pathway2526,Formation of the Early Elongation Complex
reactome:Pathway535,DAP12 signaling
reactome:Pathway1697,Defective F9 activation
reactome:Pathway1487,Tolerance by Mtb to nitric oxide produced by macrophages
reactome:Pathway904,Surfactant metabolism
reactome:Pathway2358,EGR2 and SOX10-mediated initiation of Schwann cell myelination
reactome:Pathway2192,Type II Na+/Pi cotransporters
reactome:Pathway23,Astrocytic Glutamate-Glutamine Uptake And Metabolism
reactome:Pathway2119,Vesicle-mediated transport
reactome:Pathway438,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"
reactome:Pathway2571,Cellular responses to stress
reactome:Pathway1623,Respiratory Syncytial Virus Infection Pathway
reactome:Pathway724,Cdc20:Phospho-APC/C mediated degradation of Cyclin A
reactome:Pathway1016,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
